datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-02-10 00:00:00,4,0,1,1,0.46,0.4543,65,52.5522,291,417,708
2011-02-10 01:00:00,4,0,1,2,0.84,0.8106,78,2.3141,177,836,1013
2011-02-10 02:00:00,4,0,1,1,0.7,0.7498,10,29.923,73,330,403
2011-02-10 03:00:00,4,0,1,1,0.7,0.6624,2,7.7016,319,23,342
2011-02-10 04:00:00,4,0,1,1,0.6,0.5806,8,39.4547,226,725,951
2011-02-10 05:00:00,4,0,1,1,0.07,0.0878,42,34.9056,141,180,321
2011-02-10 06:00:00,4,0,1,2,0.75,0.7223,86,28.9274,80,167,247
2011-02-10 07:00:00,4,0,1,2,0.37,0.3312,62,29.1042,1,705,706
2011-02-10 08:00:00,4,0,1,4,0.84,0.8286,9,34.4945,80,212,292
2011-02-10 09:00:00,4,0,1,3,0.26,0.2995,87,24.6592,247,448,695
2011-02-10 10:00:00,4,0,1,1,0.68,0.6877,31,40.987,303,601,904
2011-02-10 11:00:00,4,0,1,1,0.61,0.6346,67,39.8849,128,584,712
2011-02-10 12:00:00,4,0,1,2,0.13,0.1085,6,18.9181,361,509,870
2011-02-10 13:00:00,4,0,1,1,0.15,0.1893,92,40.3395,292,816,1108
2011-02-10 14:00:00,4,0,1,1,1.0,1.0061,44,19.2034,175,812,987
2011-02-10 15:00:00,4,0,1,2,0.35,0.3354,45,32.9376,222,364,586
2011-02-10 16:00:00,4,0,1,3,0.42,0.4355,59,11.8459,245,113,358
2011-02-10 17:00:00,4,0,1,2,0.86,0.8507,28,17.6802,155,127,282
2011-02-10 18:00:00,4,0,1,1,0.64,0.6177,63,12.2307,17,403,420
2011-02-10 19:00:00,4,0,1,1,0.69,0.7167,72,55.3837,335,454,789
2011-02-10 20:00:00,4,0,1,1,0.64,0.6008,45,34.2483,313,414,727
2011-02-10 21:00:00,4,0,1,1,0.34,0.3564,1,37.7675,162,776,938
2011-02-10 22:00:00,4,0,1,1,0.83,0.8325,2,35.7075,338,652,990
2011-02-10 23:00:00,4,0,1,1,0.05,0.0514,91,1.5996,175,196,371
2011-02-11 00:00:00,4,0,1,2,0.38,0.3643,83,40.2359,71,511,582
2011-02-11 01:00:00,4,0,1,1,0.96,0.9375,41,43.623,186,474,660
2011-02-11 02:00:00,4,0,1,3,0.39,0.409,67,19.0727,251,489,740
2011-02-11 03:00:00,4,0,1,1,0.04,0.0711,61,32.8473,171,297,468
2011-02-11 04:00:00,4,0,1,1,0.21,0.1986,29,1.5453,306,14,320
2011-02-11 05:00:00,4,0,1,2,0.95,0.9144,30,11.8931,98,82,180
2011-02-11 06:00:00,4,0,1,3,0.85,0.8021,40,10.7608,267,348,615
2011-02-11 07:00:00,4,0,1,3,0.21,0.218,21,14.3498,249,691,940
2011-02-11 08:00:00,4,0,1,1,0.98,0.955,72,21.3878,108,155,263
2011-02-11 09:00:00,4,0,1,3,0.18,0.1713,8,12.2293,145,205,350
2011-02-11 10:00:00,4,0,1,2,0.99,0.9957,30,12.8048,95,433,528
2011-02-11 11:00:00,4,0,1,1,0.85,0.8724,15,53.5511,165,497,662
2011-02-11 12:00:00,4,0,1,1,0.91,0.9024,34,14.1767,244,77,321
2011-02-11 13:00:00,4,0,1,1,0.16,0.1803,21,31.7443,325,270,595
2011-02-11 14:00:00,4,0,1,1,0.32,0.3614,51,35.9642,140,530,670
2011-02-11 15:00:00,4,0,1,1,0.71,0.6877,58,17.3813,227,719,946
2011-02-11 16:00:00,4,1,0,1,0.52,0.5397,94,3.8326,250,803,1053
2011-02-11 17:00:00,4,0,1,1,0.31,0.2904,12,26.5231,331,416,747
2011-02-11 18:00:00,4,0,1,1,0.7,0.6568,91,55.3913,290,550,840
2011-02-11 19:00:00,4,0,1,1,0.78,0.7383,50,15.9869,1,676,677
2011-02-11 20:00:00,4,0,1,1,0.3,0.3202,38,0.2495,340,176,516
2011-02-11 21:00:00,4,0,1,1,0.1,0.0649,58,44.6199,218,339,557
2011-02-11 22:00:00,4,0,1,1,0.58,0.6297,38,14.0794,154,663,817
2011-02-11 23:00:00,4,0,1,1,0.41,0.4144,70,47.6324,266,294,560
2011-02-12 00:00:00,4,0,0,1,0.88,0.8612,88,14.3069,209,24,233
2011-02-12 01:00:00,4,0,0,2,0.06,0.0705,47,48.8047,262,673,935
2011-02-12 02:00:00,4,0,0,1,0.65,0.609,64,51.1798,129,315,444
2011-02-12 03:00:00,4,0,0,3,0.07,0.0253,49,32.5218,57,63,120
2011-02-12 04:00:00,4,0,0,1,0.13,0.1337,45,46.6971,345,343,688
2011-02-12 05:00:00,4,0,0,1,0.38,0.3479,34,48.5497,199,567,766
2011-02-12 06:00:00,4,0,0,2,0.24,0.1973,62,19.574,343,635,978
2011-02-12 07:00:00,4,0,0,2,0.18,0.1928,74,36.8755,0,784,784
2011-02-12 08:00:00,4,0,0,1,0.8,0.7949,97,33.858,51,297,348
2011-02-12 09:00:00,4,0,0,2,0.25,0.2497,81,23.9966,111,885,996
2011-02-12 10:00:00,4,0,0,1,0.38,0.4064,30,42.3795,351,872,1223
2011-02-12 11:00:00,4,0,0,1,0.91,0.9288,59,26.4118,226,814,1040
2011-02-12 12:00:00,4,0,0,1,0.79,0.8205,15,14.9655,289,333,622
2011-02-12 13:00:00,4,0,0,1,0.53,0.4888,50,15.5314,228,591,819
2011-02-12 14:00:00,4,0,0,2,0.11,0.0682,93,0.0331,366,345,711
2011-02-12 15:00:00,4,0,0,1,0.95,0.9577,54,4.2207,134,424,558
2011-02-12 16:00:00,4,0,0,1,0.71,0.7523,36,7.9085,278,670,948
2011-02-12 17:00:00,4,0,0,1,0.05,0.0746,24,39.6929,208,832,1040
2011-02-12 18:00:00,4,0,0,1,0.95,0.9701,27,6.5485,69,627,696
2011-02-12 19:00:00,4,0,0,2,0.09,0.0754,23,12.3046,190,454,644
2011-02-12 20:00:00,4,0,0,1,0.61,0.6169,97,26.6454,201,670,871
2011-02-12 21:00:00,4,1,0,3,0.41,0.4296,20,18.7691,151,794,945
2011-02-12 22:00:00,4,0,0,1,0.98,0.9805,10,43.7783,170,259,429
2011-02-12 23:00:00,4,0,0,1,0.92,0.8931,52,5.6818,172,119,291
2011-02-13 00:00:00,4,0,0,1,0.61,0.6279,90,54.9777,350,536,886
2011-02-13 01:00:00,4,0,0,2,0.71,0.7115,72,46.2068,355,360,715
2011-02-13 02:00:00,4,0,0,1,0.83,0.805,15,27.8761,286,413,699
2011-02-13 03:00:00,4,0,0,2,0.82,0.8228,10,7.1047,160,193,353
2011-02-13 04:00:00,4,0,0,2,0.61,0.5943,13,5.3968,159,81,240
2011-02-13 05:00:00,4,0,0,1,0.27,0.2267,42,8.8977,202,294,496
2011-02-13 06:00:00,4,0,0,2,0.33,0.3272,78,10.0737,131,243,374
2011-02-13 07:00:00,4,0,0,1,0.67,0.7169,85,42.2414,325,311,636
2011-02-13 08:00:00,4,0,0,1,0.69,0.6649,41,54.4568,159,363,522
2011-02-13 09:00:00,4,0,0,1,0.38,0.3741,85,42.3209,217,186,403
2011-02-13 10:00:00,4,0,0,2,0.89,0.9221,88,43.0211,287,220,507
2011-02-13 11:00:00,4,0,0,1,0.41,0.455,85,53.0228,166,168,334
2011-02-13 12:00:00,4,0,0,2,0.7,0.6556,66,5.4886,284,670,954
2011-02-13 13:00:00,4,0,0,2,0.23,0.255,29,5.561,111,731,842
2011-02-13 14:00:00,4,0,0,1,0.37,0.3522,64,50.1714,159,747,906
2011-02-13 15:00:00,4,0,0,1,0.56,0.5207,44,30.876,232,490,722
2011-02-13 16:00:00,4,0,0,1,0.06,0.0856,2,13.8943,269,34,303
2011-02-13 17:00:00,4,0,0,1,0.06,0.0571,46,11.2037,23,625,648
2011-02-13 18:00:00,4,0,0,3,0.28,0.2507,80,33.9906,222,847,1069
2011-02-13 19:00:00,4,0,0,1,0.83,0.8517,96,35.6586,23,470,493
2011-02-13 20:00:00,4,0,0,3,0.23,0.2021,76,42.4863,293,589,882
2011-02-13 21:00:00,4,0,0,1,0.89,0.9029,60,36.1847,69,562,631
2011-02-13 22:00:00,4,0,0,3,0.72,0.7034,55,40.3645,53,800,853
2011-02-13 23:00:00,4,0,0,1,0.7,0.6727,7,39.9865,292,617,909
2011-02-14 00:00:00,4,0,1,1,0.68,0.634,31,2.888,188,381,569
2011-02-14 01:00:00,4,0,1,1,0.98,0.9456,56,39.8366,112,441,553
2011-02-14 02:00:00,4,0,1,1,0.64,0.6835,25,8.9313,39,73,112
2011-02-14 03:00:00,4,1,0,1,0.66,0.6551,69,28.0412,13,714,727
2011-02-14 04:00:00,4,0,1,2,0.46,0.4945,75,14.118,166,580,746
2011-02-14 05:00:00,4,0,1,1,0.87,0.8961,7,38.1128,147,276,423
2011-02-14 06:00:00,4,0,1,1,0.08,0.0992,92,16.8821,93,219,312
2011-02-14 07:00:00,4,0,1,4,0.36,0.3837,19,51.0971,262,245,507
2011-02-14 08:00:00,4,0,1,1,0.3,0.2668,12,2.6814,214,195,409
2011-02-14 09:00:00,4,0,1,1,0.41,0.3847,44,26.4459,310,391,701
2011-02-14 10:00:00,4,0,1,1,0.49,0.5178,7,23.9391,51,435,486
2011-02-14 11:00:00,4,0,1,2,0.96,0.9768,17,10.7125,63,29,92
2011-02-14 12:00:00,4,0,1,1,0.93,0.9612,25,3.9173,189,160,349
2011-02-14 13:00:00,4,0,1,1,0.62,0.6386,83,12.6391,232,684,916
2011-02-14 14:00:00,4,0,1,4,0.04,0.0686,32,7.2593,20,743,763
2011-02-14 15:00:00,4,0,1,2,0.56,0.5683,7,10.4177,282,53,335
2011-02-14 16:00:00,4,0,1,1,0.09,0.1217,75,48.0948,285,362,647
2011-02-14 17:00:00,4,0,1,1,0.37,0.3524,65,40.5767,84,31,115
2011-02-14 18:00:00,4,0,1,2,0.32,0.2768,15,7.9392,165,98,263
2011-02-14 19:00:00,4,0,1,2,0.66,0.6301,42,50.4807,342,544,886
2011-02-14 20:00:00,4,0,1,1,0.04,0.0052,10,49.6858,98,254,352
2011-02-14 21:00:00,4,0,1,1,0.79,0.7872,80,14.1049,20,292,312
2011-02-14 22:00:00,4,0,1,3,0.83,0.8704,93,2.6819,293,849,1142
2011-02-14 23:00:00,4,0,1,1,0.05,0.0311,43,38.832,72,425,497
2011-02-15 00:00:00,4,0,1,1,0.1,0.1017,7,32.6333,211,831,1042
2011-02-15 01:00:00,4,0,1,2,0.92,0.9515,86,21.007,183,420,603
2011-02-15 02:00:00,4,0,1,1,0.62,0.6571,73,2.6905,236,593,829
2011-02-15 03:00:00,4,0,1,3,0.96,0.9378,69,7.2807,335,284,619
2011-02-15 04:00:00,4,0,1,1,0.47,0.4723,64,33.6655,95,584,679
2011-02-15 05:00:00,4,0,1,1,0.21,0.1856,74,37.6047,82,386,468
2011-02-15 06:00:00,4,0,1,1,0.38,0.3719,86,11.5595,81,587,668
2011-02-15 07:00:00,4,0,1,1,0.93,0.9192,66,25.0663,283,173,456
2011-02-15 08:00:00,4,0,1,2,0.13,0.0864,77,48.9909,250,94,344
2011-02-15 09:00:00,4,0,1,2,0.89,0.8427,76,13.457,313,224,537
2011-02-15 10:00:00,4,0,1,2,0.54,0.5518,19,49.025,96,0,96
2011-02-15 11:00:00,4,0,1,1,0.09,0.0572,98,16.157,305,479,784
2011-02-15 12:00:00,4,0,1,1,0.41,0.3748,48,48.0666,19,480,499
2011-02-15 13:00:00,4,0,1,1,0.26,0.2458,14,32.3642,164,302,466
2011-02-15 14:00:00,4,0,1,1,0.58,0.5531,4,42.1995,79,535,614
2011-02-15 15:00:00,4,0,1,2,0.17,0.1945,52,19.0657,74,634,708
2011-02-15 16:00:00,4,0,1,1,0.94,0.9549,40,7.7885,289,320,609
2011-02-15 17:00:00,4,0,1,2,0.23,0.2762,84,8.3287,269,354,623
2011-02-15 18:00:00,4,0,1,2,0.64,0.6302,48,9.2193,213,285,498
2011-02-15 19:00:00,4,0,1,1,0.83,0.7827,74,11.2694,275,725,1000
2011-02-15 20:00:00,4,0,1,3,0.6,0.6347,70,49.4251,38,139,177
2011-02-15 21:00:00,4,0,1,2,0.66,0.6223,75,27.4126,268,33,301
2011-02-15 22:00:00,4,0,1,1,0.42,0.3969,67,12.3608,196,329,525
2011-02-15 23:00:00,4,0,1,1,0.12,0.133,22,35.1472,220,387,607
2011-02-16 00:00:00,4,0,1,1,0.15,0.1462,25,4.676,108,421,529
2011-02-16 01:00:00,4,0,1,1,0.71,0.7292,47,10.2967,187,508,695
2011-02-16 02:00:00,4,0,1,1,0.8,0.7694,59,31.006,149,333,482
2011-02-16 03:00:00,4,0,1,3,0.85,0.8585,65,27.1382,41,413,454
2011-02-16 04:00:00,4,0,1,1,0.38,0.3754,15,12.4586,197,876,1073
2011-02-16 05:00:00,4,0,1,1,0.97,0.9787,97,2.6385,122,579,701
2011-02-16 06:00:00,4,0,1,1,0.65,0.6882,74,33.7049,15,307,322
2011-02-16 07:00:00,4,0,1,1,0.17,0.1733,86,49.5911,342,384,726
2011-02-16 08:00:00,4,0,1,4,0.09,0.1141,50,43.0534,186,748,934
2011-02-16 09:00:00,4,0,1,2,0.55,0.5744,22,11.2727,20,761,781
2011-02-16 10:00:00,4,0,1,1,0.75,0.7662,50,39.0571,291,220,511
2011-02-16 11:00:00,4,0,1,3,0.04,0.0383,54,12.9623,125,122,247
2011-02-16 12:00:00,4,0,1,1,0.04,-0.0097,93,42.8226,105,689,794
2011-02-16 13:00:00,4,0,1,1,0.59,0.5521,44,42.3106,264,195,459
2011-02-16 14:00:00,4,0,1,3,0.99,0.9943,83,12.3767,267,97,364
2011-02-16 15:00:00,4,0,1,1,0.74,0.6944,79,1.1069,277,653,930
2011-02-16 16:00:00,4,0,1,3,0.17,0.1245,10,29.2792,214,719,933
2011-02-16 17:00:00,4,0,1,4,0.11,0.0726,45,35.3429,295,111,406
2011-02-16 18:00:00,4,0,1,1,0.82,0.7933,94,15.3183,304,328,632
2011-02-16 19:00:00,4,0,1,1,0.81,0.86,87,23.4182,238,584,822
2011-02-16 20:00:00,4,0,1,2,0.47,0.432,57,25.6955,103,806,909
2011-02-16 21:00:00,4,0,1,1,0.06,0.0371,25,40.7873,331,85,416
2011-02-16 22:00:00,4,0,1,1,0.77,0.7883,65,10.9118,58,491,549
2011-02-16 23:00:00,4,0,1,1,0.42,0.4377,56,5.1659,10,194,204
2011-02-17 00:00:00,4,0,1,2,0.82,0.8575,78,15.1121,317,783,1100
2011-02-17 01:00:00,4,0,1,1,0.16,0.1711,44,27.8812,87,72,159
2011-02-17 02:00:00,4,0,1,1,0.47,0.4466,21,7.7765,89,567,656
2011-02-17 03:00:00,4,0,1,3,0.54,0.5139,25,12.8107,279,589,868
2011-02-17 04:00:00,4,0,1,2,0.38,0.413,48,27.7609,61,61,122
2011-02-17 05:00:00,4,0,1,2,0.99,0.9498,67,40.4018,306,245,551
2011-02-17 06:00:00,4,0,1,1,0.77,0.7681,5,1.4986,331,682,1013
2011-02-17 07:00:00,4,0,1,1,0.83,0.8283,21,31.964,266,290,556
2011-02-17 08:00:00,4,0,1,2,0.26,0.2839,37,21.5014,94,608,702
2011-02-17 09:00:00,4,0,1,1,0.4,0.4495,22,31.4874,121,665,786
2011-02-17 10:00:00,4,0,1,1,0.13,0.1296,63,35.8688,133,261,394
2011-02-17 11:00:00,4,0,1,1,1.0,1.0275,88,2.0713,101,466,567
2011-02-17 12:00:00,4,0,1,1,0.27,0.3052,66,30.1507,115,785,900
2011-02-17 13:00:00,4,0,1,2,0.12,0.0734,19,52.9313,269,196,465
2011-02-17 14:00:00,4,0,1,1,0.22,0.2336,32,23.6677,121,20,141
2011-02-17 15:00:00,4,0,1,2,0.58,0.6184,19,51.1132,145,226,371
2011-02-17 16:00:00,4,0,1,1,0.35,0.372,69,54.4016,225,679,904
2011-02-17 17:00:00,4,0,1,1,0.18,0.2073,75,34.6927,198,376,574
2011-02-17 18:00:00,4,0,1,2,0.48,0.5111,43,28.9631,66,883,949
2011-02-17 19:00:00,4,0,1,1,0.68,0.6319,82,43.2856,41,296,337
2011-02-17 20:00:00,4,0,1,1,0.67,0.7129,24,44.1992,258,529,787
2011-02-17 21:00:00,4,0,1,1,0.03,0.0706,48,34.922,122,825,947
2011-02-17 22:00:00,4,0,1,1,0.76,0.7701,81,0.0231,10,531,541
2011-02-17 23:00:00,4,0,1,2,0.26,0.2449,14,36.5575,85,290,375
2011-02-18 00:00:00,4,0,1,1,0.92,0.9069,26,49.3381,332,447,779
2011-02-18 01:00:00,4,0,1,3,0.16,0.1635,87,3.8036,269,166,435
2011-02-18 02:00:00,4,0,1,2,0.41,0.3892,20,16.7339,307,436,743
2011-02-18 03:00:00,4,1,0,2,0.33,0.3366,78,47.9904,306,423,729
2011-02-18 04:00:00,4,1,0,1,0.5,0.5118,25,35.0096,325,514,839
2011-02-18 05:00:00,4,0,1,2,0.33,0.3528,9,6.3929,269,838,1107
2011-02-18 06:00:00,4,0,1,2,0.78,0.7366,66,33.415,336,136,472
2011-02-18 07:00:00,4,0,1,1,0.39,0.3467,92,34.6124,170,152,322
2011-02-18 08:00:00,4,0,1,1,0.36,0.4023,37,6.1372,205,531,736
2011-02-18 09:00:00,4,0,1,2,0.97,0.9945,54,9.6253,64,392,456
2011-02-18 10:00:00,4,0,1,1,0.42,0.4042,68,32.6672,247,520,767
2011-02-18 11:00:00,4,0,1,1,0.15,0.1025,87,23.125,199,526,725
2011-02-18 12:00:00,4,0,1,2,0.28,0.2909,68,12.9367,232,413,645
2011-02-18 13:00:00,4,0,1,1,0.73,0.7049,31,35.1175,274,527,801
2011-02-18 14:00:00,4,0,1,1,0.28,0.2358,89,6.1726,68,436,504
2011-02-18 15:00:00,4,0,1,3,0.69,0.7155,47,6.339,229,611,840
2011-02-18 16:00:00,4,0,1,1,0.92,0.9677,26,0.5817,210,150,360
2011-02-18 17:00:00,4,0,1,1,0.39,0.4147,75,36.6253,10,594,604
2011-02-18 18:00:00,4,0,1,1,0.21,0.1712,31,52.1508,103,349,452
2011-02-18 19:00:00,4,0,1,2,0.72,0.7068,35,1.1524,110,526,636
2011-02-18 20:00:00,4,0,1,1,0.45,0.4248,54,22.4993,242,817,1059
2011-02-18 21:00:00,4,0,1,1,0.07,0.0574,69,9.8181,72,681,753
2011-02-18 22:00:00,4,0,1,1,0.59,0.5958,12,36.1891,308,798,1106
2011-02-18 23:00:00,4,0,1,1,0.59,0.6035,49,25.0563,44,132,176
2011-02-19 00:00:00,4,0,0,2,0.69,0.6708,94,33.0277,125,664,789
2011-02-19 01:00:00,4,0,0,1,0.74,0.7574,17,47.0514,233,505,738
2011-02-19 02:00:00,4,0,0,2,0.65,0.6684,28,31.8588,294,287,581
2011-02-19 03:00:00,4,0,0,1,0.35,0.3993,9,30.0092,363,346,709
2011-02-19 04:00:00,4,0,0,1,0.84,0.8381,38,8.0414,330,592,922
2011-02-19 05:00:00,4,0,0,1,0.94,0.9229,2,25.8802,61,363,424
2011-02-19 06:00:00,4,0,0,1,0.32,0.3558,81,35.1521,132,816,948
2011-02-19 07:00:00,4,0,0,2,0.3,0.2668,47,39.5621,350,86,436
2011-02-19 08:00:00,4,0,0,1,0.52,0.5147,92,4.5897,279,3,282
2011-02-19 09:00:00,4,0,0,1,0.99,1.0027,41,38.3545,318,272,590
2011-02-19 10:00:00,4,0,0,1,0.18,0.1442,46,10.9655,352,194,546
2011-02-19 11:00:00,4,0,0,2,0.51,0.4655,25,37.019,245,387,632
2011-02-19 12:00:00,4,0,0,3,0.21,0.1997,31,15.6603,90,688,778
2011-02-19 13:00:00,4,1,0,2,0.42,0.405,26,33.0867,66,831,897
2011-02-19 14:00:00,4,0,0,1,0.39,0.4145,74,8.6951,330,298,628
2011-02-19 15:00:00,4,0,0,1,0.58,0.5833,69,53.7731,49,718,767
2011-02-19 16:00:00,4,0,0,1,0.05,0.0023,94,39.2402,161,630,791
2011-02-19 17:00:00,4,0,0,1,0.81,0.8519,7,14.2582,61,877,938
2011-02-19 18:00:00,4,0,0,1,0.72,0.7561,87,46.5706,179,506,685
2011-02-19 19:00:00,4,0,0,1,1.0,0.9575,17,53.5906,136,490,626
2011-02-19 20:00:00,4,0,0,1,0.27,0.2455,72,30.4059,79,879,958
2011-02-19 21:00:00,4,0,0,1,0.87,0.8824,21,19.5412,330,760,1090
2011-02-19 22:00:00,4,0,0,1,0.62,0.588,62,10.5878,256,227,483
2011-02-19 23:00:00,4,0,0,1,0.25,0.2974,49,34.5975,73,68,141
2011-02-20 00:00:00,4,0,0,1,0.31,0.3021,73,13.9749,302,428,730
2011-02-20 01:00:00,4,0,0,3,0.04,0.0605,0,49.6616,342,311,653
2011-02-20 02:00:00,4,0,0,4,0.36,0.3611,2,15.2534,199,331,530
2011-02-20 03:00:00,4,0,0,1,0.9,0.8808,89,5.9443,210,754,964
2011-02-20 04:00:00,4,0,0,3,0.09,0.1097,55,55.3736,240,512,752
2011-02-20 05:00:00,4,1,0,1,0.93,0.9275,6,21.7326,192,49,241
2011-02-20 06:00:00,4,0,0,1,0.39,0.4036,26,36.7415,22,439,461
2011-02-20 07:00:00,4,0,0,1,0.75,0.7393,14,14.8765,292,330,622
2011-02-20 08:00:00,4,0,0,1,0.67,0.7197,86,14.0061,64,555,619
2011-02-20 09:00:00,4,0,0,1,0.68,0.6507,84,24.0992,139,23,162
2011-02-20 10:00:00,4,0,0,1,0.56,0.5283,76,47.473,186,184,370
2011-02-20 11:00:00,4,0,0,1,0.48,0.4309,31,31.5588,225,539,764
2011-02-20 12:00:00,4,0,0,1,0.93,0.9671,48,29.3718,131,490,621
2011-02-20 13:00:00,4,0,0,1,0.69,0.6557,83,21.5815,364,606,970
2011-02-20 14:00:00,4,0,0,1,0.62,0.5947,68,13.8537,54,352,406
2011-02-20 15:00:00,4,0,0,1,0.43,0.4006,31,42.623,8,223,231
2011-02-20 16:00:00,4,0,0,2,0.24,0.2879,52,0.8737,366,581,947
2011-02-20 17:00:00,4,0,0,1,0.02,0.0553,27,52.5065,289,164,453
2011-02-20 18:00:00,4,0,0,1,0.98,1.0049,91,43.1128,62,307,369
2011-02-20 19:00:00,4,0,0,2,0.76,0.7488,75,17.8956,186,155,341
2011-02-20 20:00:00,4,0,0,4,0.99,0.9407,69,46.9128,295,866,1161
2011-02-20 21:00:00,4,0,0,2,0.77,0.8168,89,19.0309,167,459,626
2011-02-20 22:00:00,4,0,0,1,0.06,0.0303,80,17.7923,312,487,799
2011-02-20 23:00:00,4,0,0,1,0.46,0.4166,35,17.2186,174,98,272
2011-02-21 00:00:00,4,0,1,1,0.13,0.118,61,22.4867,20,357,377
2011-02-21 01:00:00,4,0,1,2,0.81,0.7879,9,46.3016,30,493,523
2011-02-21 02:00:00,4,0,1,1,0.2,0.2444,89,14.5469,237,813,1050
2011-02-21 03:00:00,4,0,1,2,0.66,0.6127,79,34.6718,36,223,259
2011-02-21 04:00:00,4,0,1,2,0.67,0.7179,95,9.2516,111,534,645
2011-02-21 05:00:00,4,0,1,2,0.65,0.6587,79,55.386,289,556,845
2011-02-21 06:00:00,4,0,1,1,0.88,0.86,13,12.476,311,775,1086
2011-02-21 07:00:00,4,0,1,2,0.73,0.7668,24,46.6173,153,426,579
2011-02-21 08:00:00,4,0,1,2,0.34,0.3317,64,13.151,88,634,722
2011-02-21 09:00:00,4,0,1,1,0.33,0.3333,38,25.0523,347,304,651
2011-02-21 10:00:00,4,0,1,1,0.04,0.0043,42,14.5628,271,294,565
2011-02-21 11:00:00,4,0,1,1,0.91,0.948,79,41.364,202,205,407
2011-02-21 12:00:00,4,0,1,2,0.12,0.1578,96,37.1247,343,231,574
2011-02-21 13:00:00,4,0,1,1,0.49,0.5152,85,6.5866,238,629,867
2011-02-21 14:00:00,4,0,1,2,0.52,0.5426,91,44.8929,174,619,793
2011-02-21 15:00:00,4,0,1,2,0.46,0.43,49,50.3373,317,647,964
2011-02-21 16:00:00,4,0,1,2,0.58,0.5743,22,3.699,332,354,686
2011-02-21 17:00:00,4,0,1,2,0.73,0.6892,1,5.4729,77,717,794
2011-02-21 18:00:00,4,0,1,1,0.21,0.2191,14,3.3527,202,587,789
2011-02-21 19:00:00,4,0,1,3,0.09,0.0611,43,14.5428,302,789,1091
2011-02-21 20:00:00,4,0,1,2,0.86,0.8399,43,52.5245,143,843,986
2011-02-21 21:00:00,4,0,1,3,0.5,0.5316,62,10.6138,315,433,748
2011-02-21 22:00:00,4,0,1,2,0.14,0.1885,36,53.8414,337,66,403
2011-02-21 23:00:00,4,0,1,1,0.68,0.668,4,16.9486,45,155,200
2011-02-22 00:00:00,4,0,1,1,0.24,0.2694,31,43.3845,282,139,421
2011-02-22 01:00:00,4,0,1,1,0.1,0.0632,86,33.1878,137,705,842
2011-02-22 02:00:00,4,0,1,1,0.3,0.3029,22,12.4312,159,397,556
2011-02-22 03:00:00,4,0,1,1,0.31,0.3151,96,48.3104,282,872,1154
2011-02-22 04:00:00,4,0,1,2,0.87,0.9088,69,2.4692,210,480,690
2011-02-22 05:00:00,4,0,1,1,0.32,0.2941,47,0.6094,358,680,1038
2011-02-22 06:00:00,4,0,1,1,0.78,0.7364,32,24.3658,149,591,740
2011-02-22 07:00:00,4,0,1,1,0.59,0.575,19,23.4876,133,683,816
2011-02-22 08:00:00,4,0,1,1,0.11,0.1346,1,36.8791,160,841,1001
2011-02-22 09:00:00,4,0,1,1,0.17,0.1246,83,1.7561,8,813,821
2011-02-22 10:00:00,4,0,1,2,0.1,0.0646,86,38.215,278,566,844
2011-02-22 11:00:00,4,0,1,1,0.41,0.3645,89,30.5242,95,694,789
2011-02-22 12:00:00,4,0,1,1,0.97,0.9696,53,18.3224,92,454,546
2011-02-22 13:00:00,4,0,1,2,0.2,0.2325,25,26.6703,74,172,246
2011-02-22 14:00:00,4,0,1,3,0.36,0.3367,1,3.6979,48,121,169
2011-02-22 15:00:00,4,0,1,1,0.82,0.7731,65,24.8857,25,16,41
2011-02-22 16:00:00,4,0,1,3,0.88,0.8476,96,30.6124,305,797,1102
2011-02-22 17:00:00,4,0,1,3,0.74,0.6984,73,36.0512,100,43,143
2011-02-22 18:00:00,4,0,1,1,0.48,0.4853,27,0.4903,188,450,638
2011-02-22 19:00:00,4,0,1,1,0.66,0.66,14,42.9671,56,125,181
2011-02-22 20:00:00,4,0,1,1,0.46,0.4345,81,16.8392,62,449,511
2011-02-22 21:00:00,4,0,1,2,0.85,0.8842,90,20.0801,57,765,822
2011-02-22 22:00:00,4,0,1,1,0.42,0.4111,51,41.9686,342,60,402
2011-02-22 23:00:00,4,0,1,2,0.82,0.8669,38,55.0675,289,664,953
2011-02-23 00:00:00,4,0,1,2,0.59,0.5633,75,30.4948,64,628,692
2011-02-23 01:00:00,4,0,1,1,0.53,0.5423,13,5.9536,191,360,551
2011-02-23 02:00:00,4,0,1,1,0.66,0.6896,30,35.4364,307,432,739
2011-02-23 03:00:00,4,0,1,2,0.31,0.2789,72,55.9953,153,34,187
2011-02-23 04:00:00,4,0,1,1,0.4,0.4293,45,0.1543,330,418,748
2011-02-23 05:00:00,4,1,0,1,0.81,0.8484,39,2.8817,351,178,529
2011-02-23 06:00:00,4,0,1,1,0.4,0.4168,58,24.8776,238,176,414
2011-02-23 07:00:00,4,0,1,2,0.66,0.6996,25,0.7787,204,198,402
2011-02-23 08:00:00,4,1,0,2,0.67,0.6592,90,18.4255,117,769,886
2011-02-23 09:00:00,4,0,1,1,0.87,0.8602,15,11.9718,114,297,411
2011-02-23 10:00:00,4,0,1,1,0.45,0.4018,1,33.4903,62,533,595
2011-02-23 11:00:00,4,0,1,1,0.9,0.9299,80,12.1877,366,821,1187
2011-02-23 12:00:00,4,0,1,1,0.99,0.9433,92,16.6738,12,597,609
